Sale_Order_No,Order_Date,Plant,Product_Group,Product,Unit_Price,System_Price,Price_Variance_Pct
SO8025034,2025-11-26,P106,REF,1DOOR,2330.73,2886.36,23.83931214683812
SO8068227,2025-11-26,P104,REF,BMF,2506.95,3303.38,31.76888250663158
SO8009888,2025-11-26,P106,DW,DW,855.51,992.59,16.02319084522683
SO8047541,2025-11-27,P108,COOKING,RANGE/COOKER,669.98,854.86,27.594853577718737
SO8037407,2025-11-27,P102,COOKING,OTHERS,1633.69,1902.69,16.465792163751996
SO8052996,2025-11-27,P101,REF,TMF,1012.42,1237.31,22.213113134864976
SO8056761,2025-11-28,P106,REF,FDR,1615.97,2074.17,28.354486778838716
SO8075375,2025-11-28,P105,COOKING,OTHERS,730.87,980.4,34.14150259280036
SO8087305,2025-11-28,P106,LAUNDRY,WASHER,743.83,953.77,28.224191011387
SO8006975,2025-11-29,P107,LAUNDRY,DRYER,1460.8,1803.68,23.472070098576133
SO8002129,2025-11-29,P105,DW,DW,381.38,456.47,19.689024070480894
SO8004635,2025-11-29,P106,REF,BMF,2805.99,3211.3,14.444456323793045
SO8028592,2025-11-29,P104,LAUNDRY,WASHER,1470.81,1695.34,15.265737926720648
SO8056560,2025-11-29,P103,REF,WINE CELLAR,1793.55,2294.89,27.952384934905627
SO8055899,2025-11-30,P103,LAUNDRY,WASHER,691.13,829.13,19.967299929101618
SO8057909,2025-11-30,P106,REF,WINE CELLAR,2535.2,3096.3,22.13237614389399
SO8083169,2025-12-01,P102,REF,FDR,1024.39,1307.9,27.675982779995895
SO8064866,2025-12-02,P101,REF,TMF,2621.41,3187.41,21.59143361778585
SO8025529,2025-12-02,P101,REF,1DOOR,3094.85,3862.4,24.800878879428733
SO8053352,2025-12-02,P101,LAUNDRY,WASHER,1161.66,1430.66,23.156517397517344
SO8079687,2025-12-02,P107,COOKING,OTHERS,1642.47,2198.14,33.83136373875929
SO8059100,2025-12-04,P105,REF,TMF,1756.73,1994.37,13.527406032799568
SO8018592,2025-12-04,P104,COOKING,MWO,1965.26,2507.64,27.598383928844015
SO8058534,2025-12-05,P102,REF,BMF,1327.74,1506.35,13.452181903083426
SO8079462,2025-12-05,P102,REF,TMF,1401.64,1644.17,17.303301846408488
SO8037816,2025-12-05,P103,DW,DW,920.12,1220.1,32.602269269225744
SO8045894,2025-12-06,P104,REF,FDR,3099.39,3924.88,26.633950551560154
SO8060621,2025-12-10,P106,LAUNDRY,DRYER,829.09,1031.18,24.374917077759957
SO8074861,2025-12-11,P101,LAUNDRY,WASHER,736.28,880.37,19.570000543271586
SO8081061,2025-12-11,P108,REF,BMF,1693.65,2072.44,22.365305700705573
SO8040853,2025-12-12,P104,DW,DW,1047.2,1334.67,27.451298701298704
SO8072162,2025-12-12,P103,REF,TMF,2923.78,3563.31,21.873396767198617
SO8028201,2025-12-14,P103,REF,BMF,1096.35,1358.7,23.929402106991397
SO8059582,2025-12-14,P106,REF,WINE CELLAR,2167.01,2693.84,24.311378350815172
SO8028333,2025-12-14,P101,COOKING,COOKTOP,1647.21,2188.89,32.884695940408314
SO8053172,2025-12-14,P102,LAUNDRY,DRYER,1038.47,1356.58,30.632565216135266
SO8075815,2025-12-14,P103,REF,1DOOR,829.22,938.31,13.155736716432301
SO8034590,2025-12-15,P102,LAUNDRY,DRYER,849.13,1126.46,32.66048779338853
SO8084205,2025-12-15,P101,LAUNDRY,WASHER,536.9,666.4,24.11994784876141
SO8057675,2025-12-16,P101,DW,DW,560.59,635.25,13.318111275620323
SO8001562,2025-12-17,P102,REF,BMF,2525.32,3210.4,27.128443127999613
SO8002433,2025-12-17,P102,DW,DW,577.85,684.14,18.3940468979839
SO8047676,2025-12-17,P106,COOKING,COOKTOP,1210.59,1432.31,18.3150364698205
SO8058017,2025-12-18,P108,COOKING,COOKTOP,1512.3,1740.63,15.09819480261854
SO8001377,2025-12-19,P107,REF,TMF,3078.95,3807.27,23.654817389044975
SO8057996,2025-12-19,P103,REF,WINE CELLAR,1989.15,2480.73,24.71306839604856
SO8020044,2025-12-21,P102,COOKING,MWO,496.16,616.62,24.278458561754267
SO8010727,2025-12-22,P107,REF,1DOOR,1843.61,2436.16,32.14074560237794
SO8065288,2025-12-22,P102,LAUNDRY,DRYER,627.18,771.42,22.998182339998092
SO8078887,2025-12-22,P102,REF,SBS,2911.26,3796.15,30.39543015738889
SO8051603,2025-12-25,P101,REF,WINE CELLAR,2724.51,3056.74,12.194119309527201
SO8052078,2025-12-27,P105,REF,TMF,1893.69,2478.08,30.859855625788796
SO8003126,2025-12-27,P101,COOKING,RANGE/COOKER,1017.69,1328.25,30.51616897090469
SO8087512,2025-12-27,P104,REF,SBS,2148.06,2448.05,13.96562479632786
SO8026308,2025-12-27,P103,REF,WINE CELLAR,2986.87,3380.11,13.165621536926626
SO8026774,2025-12-28,P102,REF,TMF,3195.54,4057.42,26.971341306946563
SO8054878,2025-12-28,P102,REF,TMF,2410.56,3008.59,24.808758130890755
SO8036005,2025-12-28,P103,COOKING,MWO,828.99,993.82,19.88323140206758
SO8030852,2025-12-29,P106,REF,TMF,2369.58,2725.66,15.027135610530134
SO8057083,2025-12-29,P104,REF,1DOOR,2543.63,2887.64,13.52437264853771
SO8039210,2025-12-30,P103,DW,DW,990.14,1315.71,32.88120871795908
SO8049976,2025-12-30,P107,REF,SBS,1597.87,2061.84,29.03678021365945
SO8046502,2026-01-01,P103,LAUNDRY,DRYER,972.76,1252.39,28.746042189234768
SO8065712,2026-01-01,P107,REF,TMF,2526.95,3154.79,24.845762678327635
SO8070759,2026-01-02,P104,COOKING,OTHERS,438.17,541.5,23.5821713033754
SO8089330,2026-01-02,P108,COOKING,MWO,1365.69,1729.83,26.6634448520528
SO8029503,2026-01-02,P103,DW,DW,1183.15,1463.46,23.691839580780112
SO8031708,2026-01-02,P106,REF,TMF,3010.25,3407.38,13.192591977410517
SO8019061,2026-01-03,P104,REF,1DOOR,2586.67,3426.45,32.46567981226827
SO8076329,2026-01-04,P107,LAUNDRY,WASHER,501.13,576.99,15.137788597769045
SO8033478,2026-01-05,P103,REF,SBS,2037.54,2355.65,15.612454234027314
SO8076864,2026-01-05,P107,REF,TMF,921.83,1075.22,16.63972749856264
SO8002443,2026-01-05,P108,LAUNDRY,DRYER,783.61,954.93,21.862916501831258
SO8052104,2026-01-07,P103,REF,BMF,2001.6,2465.83,23.192945643485213
SO8059462,2026-01-07,P104,COOKING,RANGE/COOKER,1731.29,2235.23,29.107775127217284
SO8055204,2026-01-07,P103,COOKING,OTHERS,1074.72,1252.06,16.501042131904114
SO8088672,2026-01-07,P107,COOKING,RANGE/COOKER,1653.01,1925.6,16.490523348316096
SO8006626,2026-01-07,P104,REF,TMF,994.23,1173.23,18.0038824014564
SO8077812,2026-01-07,P102,REF,1DOOR,2533.11,3120.72,23.19717659319965
SO8000468,2026-01-08,P103,COOKING,MWO,641.73,838.64,30.684244152525196
SO8073079,2026-01-08,P107,LAUNDRY,DRYER,1402.26,1668.7,19.000755922582123
SO8022761,2026-01-09,P102,REF,FDR,2840.53,3445.41,21.294617553766358
SO8014751,2026-01-09,P101,DW,DW,1029.51,1197.44,16.31164340317239
SO8013321,2026-01-09,P102,LAUNDRY,DRYER,934.19,1084.31,16.069536175724412
SO8028648,2026-01-09,P102,COOKING,RANGE/COOKER,1149.29,1504.81,30.933880917784023
SO8028239,2026-01-10,P102,REF,FDR,2174.18,2562.03,17.838909381927916
SO8011466,2026-01-10,P104,COOKING,COOKTOP,1824.07,2076.66,13.84760453272078
SO8044770,2026-01-11,P104,REF,BMF,2734.0,3546.74,29.727139722019015
SO8057677,2026-01-11,P106,REF,BMF,1467.37,1724.31,17.5102394079203
SO8071713,2026-01-11,P106,DW,DW,396.93,491.08,23.719547527271807
SO8007574,2026-01-12,P104,COOKING,RANGE/COOKER,314.14,404.82,28.86611065130197
SO8002556,2026-01-12,P108,COOKING,RANGE/COOKER,1842.7,2369.33,28.57925869647799
SO8029519,2026-01-12,P102,REF,BMF,959.57,1205.15,25.592713402878374
SO8062016,2026-01-13,P101,COOKING,OVEN,291.51,337.44,15.755891736132554
SO8087714,2026-01-13,P102,DW,DW,1130.64,1417.39,25.361742022217506
SO8030635,2026-01-14,P103,REF,FDR,2953.87,3517.13,19.068543977900188
SO8017338,2026-01-14,P106,COOKING,OTHERS,1844.59,2467.82,33.786911996703886
SO8008637,2026-01-14,P102,REF,TMF,2231.91,2674.94,19.849814732672925
SO8014414,2026-01-14,P106,REF,BMF,1085.42,1232.62,13.561570636251389
SO8016719,2026-01-15,P107,REF,FDR,2810.66,3584.03,27.51560131783995
SO8054867,2026-01-15,P103,LAUNDRY,WASHER,732.93,927.14,26.49775558375289
SO8054236,2026-01-15,P102,REF,FDR,1598.78,2157.36,34.9378901412327
SO8060479,2026-01-16,P101,REF,SBS,3121.88,4044.81,29.563275974733166
SO8040610,2026-01-16,P107,DW,DW,656.36,769.49,17.235968066305073
SO8006306,2026-01-16,P104,REF,1DOOR,935.29,1068.64,14.257609939163268
SO8008883,2026-01-16,P103,COOKING,RANGE/COOKER,401.96,455.84,13.404318837695293
SO8008542,2026-01-16,P102,COOKING,OVEN,935.71,1196.85,27.908219426959192
SO8073768,2026-01-17,P103,LAUNDRY,WASHER,977.17,1319.09,34.99084089769436
SO8019838,2026-01-17,P103,REF,TMF,1103.38,1380.72,25.13549275861443
SO8074690,2026-01-18,P101,DW,DW,1161.61,1488.06,28.103236025860667
SO8087431,2026-01-19,P103,REF,1DOOR,3180.81,3884.43,22.120780555896136
SO8021813,2026-01-20,P104,DW,DW,491.17,594.97,21.133212533338764
SO8000459,2026-01-20,P102,COOKING,MWO,1870.64,2361.55,26.242890133857934
SO8034306,2026-01-20,P102,DW,DW,749.88,895.4,19.405771590121084
SO8086201,2026-01-21,P108,REF,BMF,3193.42,4146.96,29.85952364549605
SO8060794,2026-01-21,P107,LAUNDRY,DRYER,1357.66,1604.51,18.18201906220997
SO8075162,2026-01-21,P104,REF,BMF,937.14,1078.41,15.074588642038552
SO8023636,2026-01-21,P101,DW,DW,834.03,1002.53,20.203110199872906
SO8031839,2026-01-22,P104,LAUNDRY,WASHER,706.49,941.44,33.255955498308545
SO8088253,2026-01-22,P104,DW,DW,507.92,682.36,34.34399117971334
SO8083139,2026-01-22,P101,COOKING,OTHERS,1539.99,1817.92,18.047519789089545
SO8051496,2026-01-22,P104,REF,TMF,2390.7,3037.93,27.072823859120764
SO8049489,2026-01-23,P102,REF,BMF,1674.36,1918.77,14.5972192360066
SO8011308,2026-01-23,P106,LAUNDRY,DRYER,987.3,1223.47,23.920794084877958
SO8040596,2026-01-23,P102,COOKING,OVEN,749.84,891.72,18.92136989224368
SO8008267,2026-01-24,P104,DW,DW,1061.96,1352.4,27.349429357037934
SO8013799,2026-01-24,P104,REF,SBS,3124.13,3672.1,17.539923114595098
SO8045452,2026-01-24,P104,REF,FDR,2710.63,3065.04,13.074820244740145
SO8042544,2026-01-25,P106,COOKING,OTHERS,1514.82,1846.34,21.885108461731427
SO8018218,2026-01-25,P103,REF,BMF,2705.58,3052.68,12.829042201672097
SO8042070,2026-01-25,P101,COOKING,OVEN,841.01,956.85,13.773914697803836
SO8048710,2026-01-25,P102,REF,BMF,2028.03,2561.19,26.289551929705183
SO8018367,2026-01-26,P107,REF,1DOOR,3188.03,3805.87,19.379993287390633
SO8001334,2026-01-27,P101,COOKING,RANGE/COOKER,1570.08,1858.85,18.392056455722
SO8058088,2026-01-27,P103,REF,1DOOR,1944.8,2315.07,19.03897573015221
SO8051463,2026-01-27,P104,LAUNDRY,DRYER,731.11,959.49,31.237433491540262
SO8069423,2026-01-27,P105,REF,WINE CELLAR,1477.42,1774.68,20.12020955449364
SO8016205,2026-01-27,P103,LAUNDRY,WASHER,1165.34,1421.25,21.96011464465307
SO8025117,2026-01-28,P106,REF,FDR,825.79,1073.65,30.014894827982918
SO8020280,2026-01-28,P106,COOKING,RANGE/COOKER,1231.58,1651.0,34.05544097825558
SO8017800,2026-01-28,P102,REF,SBS,2752.67,3570.34,29.704614065616298
SO8016467,2026-01-28,P103,COOKING,RANGE/COOKER,1026.69,1320.58,28.624998782495187
SO8081393,2026-01-28,P103,REF,TMF,1865.58,2478.69,32.864310294921694
SO8053438,2026-01-28,P104,LAUNDRY,WASHER,1009.57,1335.91,32.32465307011896
SO8046638,2026-01-28,P101,COOKING,MWO,1693.5,2197.45,29.757897844700317
SO8072807,2026-01-28,P108,LAUNDRY,DRYER,881.28,1083.24,22.91666666666667
SO8076289,2026-01-29,P103,REF,1DOOR,900.2,1122.48,24.69229060208842
SO8089238,2026-01-29,P101,LAUNDRY,DRYER,1141.17,1368.9,19.95583480112516
SO8055613,2026-01-29,P104,REF,WINE CELLAR,860.3,1123.68,30.614901778449394
SO8024077,2026-01-29,P107,REF,WINE CELLAR,2693.15,3026.43,12.375099790208482
SO8084651,2026-01-30,P101,DW,DW,1009.72,1244.78,23.27972111080299
SO8041859,2026-01-30,P105,REF,SBS,882.32,1123.6,27.346087587269906
SO8000065,2026-01-30,P102,REF,1DOOR,1467.7,1965.6,33.923826395039846
SO8022364,2026-01-31,P104,COOKING,OTHERS,799.11,986.26,23.41980453254245
SO8003472,2026-01-31,P102,LAUNDRY,WASHER,1524.09,1809.49,18.725928258829867
SO8002772,2026-01-31,P102,LAUNDRY,WASHER,921.19,1136.75,23.400167175067025
SO8043109,2026-01-31,P102,LAUNDRY,WASHER,1111.54,1426.25,28.312971193119463
SO8037084,2026-02-01,P103,REF,FDR,1029.18,1228.77,19.393109077129356
SO8050212,2026-02-01,P107,DW,DW,672.69,810.48,20.483432190161878
SO8085808,2026-02-01,P104,REF,FDR,1562.81,1825.08,16.78195046102853
SO8051174,2026-02-01,P103,DW,DW,430.47,491.92,14.275094663971934
SO8025027,2026-02-01,P104,REF,TMF,1245.73,1565.69,25.684538383116728
SO8057277,2026-02-01,P102,COOKING,MWO,1770.19,2172.65,22.73541258283009
SO8055941,2026-02-02,P106,REF,SBS,1725.49,2173.66,25.973491587896763
SO8040973,2026-02-02,P108,REF,SBS,2959.79,3447.23,16.468735957618616
SO8079492,2026-02-02,P103,REF,BMF,966.57,1253.06,29.639860537777903
SO8014072,2026-02-03,P103,REF,BMF,3059.74,3609.26,17.95969592187573
SO8023707,2026-02-03,P101,REF,BMF,2232.99,2949.17,32.0726917720187
SO8037124,2026-02-04,P108,COOKING,COOKTOP,1215.01,1577.78,29.857367429074657
SO8002663,2026-02-04,P102,REF,SBS,1963.61,2499.43,27.287495989529486
SO8082347,2026-02-04,P102,REF,FDR,1534.05,1978.86,28.995795443434048
SO8019745,2026-02-05,P108,LAUNDRY,DRYER,1486.4,1994.53,34.185279870828836
SO8020960,2026-02-05,P101,REF,SBS,1987.0,2536.54,27.656768998490183
SO8084247,2026-02-06,P106,REF,TMF,1251.59,1443.28,15.315718406187335
SO8031871,2026-02-06,P104,COOKING,RANGE/COOKER,824.65,1112.94,34.95907354635301
SO8084837,2026-02-06,P101,COOKING,COOKTOP,1378.37,1725.79,25.20513359983169
SO8008519,2026-02-07,P104,COOKING,OTHERS,1497.37,1831.56,22.318465042040383
SO8053069,2026-02-07,P103,REF,SBS,1813.52,2192.59,20.90244386607262
SO8073999,2026-02-08,P104,COOKING,COOKTOP,937.88,1124.28,19.874610824412503
SO8078610,2026-02-08,P102,REF,1DOOR,1948.87,2546.02,30.640832892907177
SO8046966,2026-02-08,P103,REF,TMF,1396.55,1872.16,34.05606673588487
SO8087275,2026-02-08,P103,REF,BMF,867.48,1051.56,21.22008576566606
SO8049045,2026-02-10,P108,DW,DW,663.86,829.31,24.92242340252462
SO8077247,2026-02-10,P103,COOKING,OTHERS,1533.99,1736.29,13.1878304291423
SO8034697,2026-02-11,P103,LAUNDRY,WASHER,1539.84,1857.21,20.610582917705745
SO8075685,2026-02-12,P104,COOKING,COOKTOP,1538.39,1783.28,15.918590214444963
SO8066756,2026-02-12,P105,REF,BMF,3115.38,3612.73,15.964344638535263
SO8038333,2026-02-13,P103,REF,SBS,2790.97,3624.73,29.873484845770477
SO8080930,2026-02-14,P101,REF,BMF,3069.47,3975.12,29.505093713246914
SO8058981,2026-02-15,P101,DW,DW,949.24,1253.44,32.046689983565805
SO8010111,2026-02-16,P106,REF,1DOOR,878.8,1049.31,19.402594446973147
SO8013868,2026-02-16,P108,DW,DW,372.67,468.24,25.64467223012316
SO8077541,2026-02-18,P103,LAUNDRY,DRYER,1340.57,1777.38,32.58390087798475
SO8032569,2026-02-18,P103,COOKING,RANGE/COOKER,808.4,942.8,16.625432953983175
SO8020338,2026-02-18,P102,COOKING,OVEN,910.37,1089.06,19.628283005810818
SO8013614,2026-02-18,P103,REF,SBS,2338.45,2981.51,27.49941200367767
SO8044564,2026-02-19,P103,COOKING,RANGE/COOKER,1467.49,1947.8,32.73003563908442
SO8014089,2026-02-20,P103,REF,SBS,2866.63,3360.22,17.21847605027505
SO8039093,2026-02-20,P104,REF,TMF,885.85,1073.91,21.229327764294187
SO8031331,2026-02-20,P101,REF,SBS,2793.82,3187.32,14.084658281492723
SO8063744,2026-02-21,P103,DW,DW,1151.33,1340.93,16.46791102464108
SO8032517,2026-02-21,P107,REF,1DOOR,2253.08,2665.42,18.301169954018505
SO8057356,2026-02-21,P106,DW,DW,664.4,830.71,25.03160746538231
SO8081517,2026-02-21,P106,COOKING,COOKTOP,1367.36,1578.61,15.44947928855605
SO8072349,2026-02-21,P103,COOKING,OTHERS,1065.28,1359.53,27.621845899669573
SO8075381,2026-02-21,P104,REF,WINE CELLAR,1303.44,1729.49,32.68658319523721
SO8027287,2026-02-21,P108,DW,DW,1144.94,1292.37,12.87665729208516
SO8001969,2026-02-22,P108,COOKING,OVEN,1615.24,1866.57,15.559916792550949
SO8026960,2026-02-22,P104,DW,DW,732.56,949.78,29.652178661133565
SO8055612,2026-02-22,P103,REF,BMF,1716.99,2050.63,19.43167985835678
SO8076709,2026-02-23,P106,DW,DW,1123.34,1337.74,19.08594014278848
SO8064779,2026-02-24,P107,COOKING,MWO,1865.15,2294.8,23.035680776345067
SO8038077,2026-02-24,P104,REF,FDR,1626.82,1917.57,17.872290726693794
SO8025559,2026-02-24,P101,REF,SBS,1160.12,1542.81,32.98710478226391
SO8074082,2026-02-24,P106,COOKING,COOKTOP,1127.0,1460.41,29.583850931677024
SO8070224,2026-02-24,P103,REF,SBS,3108.97,4111.31,32.24025963582797
SO8064335,2026-02-25,P104,REF,SBS,1545.12,1963.96,27.107279693486603
SO8017483,2026-02-25,P105,COOKING,MWO,699.28,815.56,16.628532204553252
SO8029345,2026-02-25,P107,COOKING,MWO,1572.77,1804.11,14.709080157937901
SO8009097,2026-02-25,P107,COOKING,RANGE/COOKER,1830.55,2233.16,21.993936248668426
SO8075639,2026-02-26,P103,COOKING,COOKTOP,929.04,1201.08,29.28183931800568
SO8074455,2026-02-26,P104,COOKING,MWO,1773.26,1994.24,12.461793532815268
SO8030927,2026-02-26,P104,DW,DW,556.21,702.52,26.304812930368016
SO8072196,2026-02-26,P103,DW,DW,783.98,932.59,18.9558407102222
SO8048242,2026-02-27,P104,COOKING,RANGE/COOKER,1258.35,1698.17,34.95211983947234
SO8034238,2026-02-27,P108,REF,BMF,1653.18,1933.7,16.968509176254248
SO8037281,2026-02-27,P103,LAUNDRY,DRYER,958.89,1191.58,24.26659992282743
SO8050691,2026-02-28,P107,REF,BMF,2497.1,3028.07,21.263465620119348
SO8066248,2026-03-01,P101,COOKING,OVEN,1149.11,1389.64,20.93185160689579
SO8021144,2026-03-01,P105,REF,SBS,2267.11,2690.08,18.656792127422126
SO8019173,2026-03-02,P104,REF,TMF,1592.02,2086.54,31.062423838896496
SO8049478,2026-03-02,P102,COOKING,OVEN,722.15,944.66,30.812158138890812
SO8022085,2026-03-02,P106,COOKING,OVEN,1392.0,1855.94,33.329022988505756
SO8021418,2026-03-02,P106,COOKING,OVEN,1376.71,1638.7,19.030151593291254
SO8043398,2026-03-02,P108,COOKING,MWO,1206.45,1509.14,25.08931161672676
SO8075339,2026-03-03,P103,REF,TMF,1914.04,2257.43,17.940586403627922
SO8048428,2026-03-03,P102,LAUNDRY,WASHER,706.74,802.19,13.505673939496852
SO8027835,2026-03-04,P104,COOKING,RANGE/COOKER,961.59,1194.06,24.175584188687477
SO8065777,2026-03-04,P102,REF,TMF,2739.12,3333.28,21.69163819036772
SO8082550,2026-03-04,P101,DW,DW,878.57,996.04,13.370590846489172
SO8038488,2026-03-05,P103,REF,WINE CELLAR,2112.62,2769.7,31.10261192263635
SO8073310,2026-03-05,P104,REF,TMF,2231.21,2824.53,26.591849265645106
SO8048949,2026-03-05,P101,COOKING,RANGE/COOKER,1141.8,1425.39,24.837099316868116
SO8017841,2026-03-05,P106,COOKING,RANGE/COOKER,1302.4,1479.51,13.598740786240779
SO8046474,2026-03-06,P106,COOKING,OVEN,798.69,969.03,21.327423656237077
SO8050630,2026-03-06,P103,REF,SBS,2346.21,2986.57,27.293379535506208
SO8039372,2026-03-06,P108,REF,TMF,1315.09,1538.52,16.989711730756078
SO8061939,2026-03-06,P101,COOKING,OTHERS,1064.83,1223.1,14.863405426218268
SO8040867,2026-03-07,P103,REF,WINE CELLAR,1925.9,2289.99,18.904927566332606
SO8008608,2026-03-07,P104,COOKING,OVEN,696.96,897.88,28.82805325987143
SO8028419,2026-03-07,P102,COOKING,OTHERS,1546.76,1914.02,23.743825803615298
SO8003250,2026-03-08,P102,REF,1DOOR,1619.83,1818.87,12.287709204052275
SO8059280,2026-03-08,P108,LAUNDRY,DRYER,1003.31,1227.19,22.314140195951413
SO8023106,2026-03-08,P101,DW,DW,790.59,907.56,14.795279474822589
SO8035032,2026-03-08,P108,DW,DW,971.23,1235.04,27.162464091924665
SO8055519,2026-03-09,P104,COOKING,RANGE/COOKER,1193.44,1389.51,16.42897841533717
SO8026818,2026-03-09,P102,COOKING,OVEN,738.54,846.12,14.566577301161757
SO8049938,2026-03-09,P106,REF,1DOOR,1743.09,2108.28,20.950725435863916
SO8067027,2026-03-09,P102,REF,1DOOR,1109.14,1248.53,12.567394557945782
SO8080893,2026-03-09,P103,COOKING,OVEN,530.24,683.34,28.873717561858786
SO8038182,2026-03-10,P104,REF,WINE CELLAR,1327.97,1772.46,33.47138866088842
SO8020441,2026-03-10,P108,LAUNDRY,DRYER,560.02,655.8,17.10296060854969
SO8026161,2026-03-10,P102,REF,1DOOR,1627.37,2133.95,31.12875375606039
SO8042428,2026-03-11,P102,REF,FDR,1431.29,1634.77,14.216545913127321
SO8052769,2026-03-11,P106,REF,WINE CELLAR,1599.41,1910.1,19.425288074977637
SO8056710,2026-03-12,P107,COOKING,COOKTOP,1468.64,1835.07,24.950294149689494
SO8072163,2026-03-12,P101,COOKING,OTHERS,1710.36,1925.98,12.606702682476211
SO8023297,2026-03-13,P107,REF,FDR,2700.05,3594.42,33.1242014036777
SO8056011,2026-03-13,P104,REF,SBS,2051.88,2496.78,21.68255453535295
SO8029933,2026-03-13,P104,DW,DW,1034.11,1381.64,33.606676272350164
SO8071120,2026-03-14,P103,LAUNDRY,WASHER,939.36,1077.84,14.741951967296874
SO8040783,2026-03-15,P108,COOKING,OVEN,553.58,677.39,22.365331117453653
SO8083899,2026-03-15,P102,DW,DW,401.36,484.43,20.69712975882001
SO8015386,2026-03-15,P101,REF,WINE CELLAR,2758.08,3630.71,31.639038751595315
SO8055109,2026-03-16,P103,DW,DW,580.66,691.54,19.09551200358213
SO8073631,2026-03-16,P108,REF,WINE CELLAR,2608.64,2998.46,14.943418792934256
SO8065359,2026-03-17,P102,LAUNDRY,DRYER,474.41,628.88,32.56044349823991
SO8078988,2026-03-17,P108,COOKING,COOKTOP,1334.78,1681.13,25.948096315497697
SO8063097,2026-03-18,P104,COOKING,OTHERS,1997.77,2681.16,34.20764152029513
SO8022183,2026-03-18,P106,REF,1DOOR,1114.05,1318.96,18.393249854135817
SO8061144,2026-03-18,P107,REF,WINE CELLAR,2707.64,3647.46,34.709931896411646
SO8084668,2026-03-20,P102,DW,DW,629.48,791.62,25.75776831670585
SO8050294,2026-03-20,P107,COOKING,RANGE/COOKER,767.53,935.16,21.840188657120898
SO8039612,2026-03-21,P107,DW,DW,535.87,696.95,30.059529363465025
SO8035463,2026-03-21,P102,COOKING,OVEN,1017.05,1343.36,32.083968339806304
SO8047848,2026-03-23,P102,LAUNDRY,DRYER,1556.2,2018.44,29.703122991903353
SO8033977,2026-03-23,P103,COOKING,OTHERS,996.58,1208.26,21.240642999056767
SO8079346,2026-03-24,P104,REF,1DOOR,901.37,1107.72,22.89292965153045
SO8045154,2026-03-24,P104,LAUNDRY,DRYER,965.91,1143.3,18.36506506817405
SO8083419,2026-03-24,P107,REF,1DOOR,962.56,1296.57,34.700174534574465
SO8038141,2026-03-24,P102,REF,BMF,2788.7,3716.24,33.26065908846416
SO8015303,2026-03-25,P101,REF,WINE CELLAR,2832.52,3776.56,33.32862609972745
SO8080043,2026-03-25,P107,COOKING,OVEN,587.24,765.06,30.280634834139352
SO8037054,2026-03-25,P102,COOKING,MWO,1879.72,2396.12,27.472176707169144
SO8067370,2026-03-25,P108,COOKING,MWO,1611.2,2136.34,32.593098311817286
SO8073965,2026-03-26,P102,REF,1DOOR,2072.69,2694.88,30.0184784024625
SO8056563,2026-03-27,P103,REF,BMF,1549.02,1777.84,14.771920310906248
SO8001344,2026-03-27,P101,REF,SBS,2360.57,2965.21,25.61415251401144
SO8024471,2026-03-28,P103,COOKING,RANGE/COOKER,502.81,590.13,17.36640082735029
SO8076546,2026-03-28,P107,LAUNDRY,WASHER,1058.08,1202.46,13.645471041887202
SO8017254,2026-03-28,P103,LAUNDRY,WASHER,694.33,851.1,22.57860095343712
SO8057968,2026-03-28,P102,DW,DW,1001.8,1330.35,32.79596725893391
SO8054042,2026-03-29,P101,REF,BMF,2315.05,2823.32,21.955033368609747
SO8046606,2026-03-30,P106,REF,TMF,2061.6,2693.74,30.662592161428016
SO8018122,2026-03-30,P104,DW,DW,869.67,1054.78,21.28508514723976
SO8075183,2026-03-30,P102,COOKING,MWO,306.44,401.89,31.1480224513771
SO8084629,2026-03-30,P107,LAUNDRY,WASHER,895.24,1119.98,25.10388275769626
SO8089456,2026-03-31,P101,DW,DW,962.67,1088.95,13.117683110515554
SO8024423,2026-04-01,P106,REF,WINE CELLAR,932.42,1094.6,17.39344930396173
SO8018284,2026-04-01,P104,REF,BMF,1025.7,1156.66,12.767865847713761
SO8053233,2026-04-01,P104,REF,TMF,2281.57,3049.47,33.656648711194464
SO8028396,2026-04-01,P106,REF,TMF,1965.47,2621.96,33.401171221132856
SO8042152,2026-04-02,P101,DW,DW,819.34,985.6,20.29194229501794
SO8024994,2026-04-02,P102,LAUNDRY,DRYER,1227.7,1379.99,12.404496212429743
SO8084089,2026-04-02,P103,COOKING,MWO,720.2,931.02,29.27242432657594
SO8075444,2026-04-02,P103,COOKING,OVEN,1754.52,2349.9,33.9340674372478
SO8054723,2026-04-03,P101,REF,1DOOR,2403.45,3124.86,30.015602571303766
SO8031308,2026-04-03,P101,REF,WINE CELLAR,2498.29,2936.68,17.547602560151137
SO8049680,2026-04-03,P107,REF,BMF,2123.01,2631.51,23.9518419602357
SO8012200,2026-04-04,P106,REF,FDR,1327.76,1510.55,13.766795203952519
SO8042118,2026-04-04,P103,REF,FDR,1344.78,1734.07,28.948229450170288
SO8061418,2026-04-05,P106,DW,DW,551.19,731.58,32.72737168671419
SO8042384,2026-04-05,P102,REF,SBS,1150.29,1351.62,17.5025428370237
SO8063965,2026-04-05,P104,LAUNDRY,DRYER,1301.73,1594.96,22.52617670331021
SO8024335,2026-04-06,P104,COOKING,OVEN,1782.07,2403.75,34.88527386690759
